loggingTime(txt),loggingSample(N),identifierForVendor(txt),deviceID(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z)
2020-07-29 10:40:57.520 +0200,28,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012054.999683,49.930387618998,8.647969337188311,124.7295,9.73,2.4609375,4,10,-9999
2020-07-29 10:40:59.523 +0200,29,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012057.99968,49.93061204445542,8.647974533968277,124.2916,7.96,1.7578125,6,10,-9999
2020-07-29 10:41:01.526 +0200,30,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012060.999677,49.93076480464072,8.647988280289479,123.927,5.98,1.40625,4,10,-9999
2020-07-29 10:41:03.529 +0200,31,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012060.999677,49.93076480464072,8.647988280289479,123.927,5.98,1.40625,4,10,-9999
2020-07-29 10:41:05.531 +0200,32,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012063.999674,49.93087473330081,8.648032704376288,123.8498,4.52,2.4609375,4,10,-9999
2020-07-29 10:41:07.534 +0200,33,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012066.999671,49.93088994645507,8.64804452285976,123.9402,1.19,2.4609375,3,10,-9999
2020-07-29 10:41:09.537 +0200,34,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012066.999671,49.93088994645507,8.64804452285976,123.9402,1.19,2.4609375,3,10,-9999
2020-07-29 10:41:11.539 +0200,35,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012069.999667,49.93088994645507,8.64804452285976,124.6625,0,2.4609375,4,10,-9999
2020-07-29 10:41:13.542 +0200,36,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012072.999665,49.93088994645507,8.64804452285976,127.8061,0,2.109375,4,10,-9999
2020-07-29 10:41:15.548 +0200,37,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012072.999665,49.93088994645507,8.64804452285976,127.8061,0,2.109375,4,10,-9999
2020-07-29 10:41:17.548 +0200,38,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012075.999661,49.93088994645507,8.64804452285976,127.7626,0,1.7578125,4,10,-9999
2020-07-29 10:41:19.550 +0200,39,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012078.999659,49.93088994645507,8.64804452285976,127.7914,0,1.7578125,4,10,-9999
2020-07-29 10:41:21.553 +0200,40,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012078.999659,49.93088994645507,8.64804452285976,127.7914,0,1.7578125,4,10,-9999
2020-07-29 10:41:23.556 +0200,41,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012081.999655,49.93088994645507,8.64804452285976,125.3195,0,1.7578125,3,10,-9999
2020-07-29 10:41:25.559 +0200,42,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012084.999651,49.93088994645507,8.64804452285976,125.4115,0,1.7578125,3,5,-9999
2020-07-29 10:41:27.561 +0200,43,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012084.999651,49.93088994645507,8.64804452285976,125.4115,0,1.7578125,3,5,-9999
2020-07-29 10:41:29.564 +0200,44,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012087.999649,49.93088994645507,8.64804452285976,125.6856,0,1.7578125,3,5,-9999
2020-07-29 10:41:31.567 +0200,45,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012090.999645,49.93088311520398,8.648099591963597,125.2895,1.77,7.734375,3,5,-9999
2020-07-29 10:41:33.569 +0200,46,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012090.999645,49.93088311520398,8.648099591963597,125.2895,1.77,7.734375,3,5,-9999
2020-07-29 10:41:35.572 +0200,47,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012093.999643,49.9309730111155,8.648099591963597,125.3016,3.25,6.6796875,4,5,-9999
2020-07-29 10:41:37.575 +0200,48,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012096.99964,49.93113972716958,8.648120379083462,125.2683,6.04,5.9765625,6,5,-9999
2020-07-29 10:41:39.578 +0200,49,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012096.99964,49.93113972716958,8.648120379083462,125.2683,6.04,5.9765625,6,5,-9999
2020-07-29 10:41:41.580 +0200,50,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012099.999637,49.93144734301598,8.648164467894144,125.279,10.68,5.625,6,5,-9999
2020-07-29 10:41:43.583 +0200,51,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012102.999633,49.93180688475252,8.648180644967265,125.2379,13.35,4.921875,6,5,-9999
2020-07-29 10:41:45.586 +0200,52,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012102.999633,49.93180688475252,8.648180644967265,125.2379,13.35,4.921875,6,5,-9999
2020-07-29 10:41:47.588 +0200,53,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012105.999629,49.93229412478388,8.648242503412671,125.2257,17.24,4.921875,6,5,-9999
2020-07-29 10:41:49.591 +0200,54,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012108.999627,49.93277558130206,8.648304697134204,124.8828,18.75,5.2734375,4,5,-9999
2020-07-29 10:41:51.594 +0200,55,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012108.999627,49.93277558130206,8.648304697134204,124.8828,18.75,5.2734375,4,5,-9999
2020-07-29 10:41:53.597 +0200,56,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012111.999623,49.93336675693275,8.648390192546554,108.802,22.16,5.2734375,4,5,-9999
2020-07-29 10:41:55.599 +0200,57,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012114.99962,49.9339726428035,8.64849211648912,109.4197,23.92,5.625,4,5,-9999
2020-07-29 10:41:57.602 +0200,58,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012114.99962,49.9339726428035,8.64849211648912,109.4197,23.92,5.625,4,5,-9999
2020-07-29 10:41:59.604 +0200,59,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012117.999617,49.93463933938177,8.64859085530848,108.8796,24.97,5.625,6,5,-9999
2020-07-29 10:42:01.607 +0200,60,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012120.999614,49.93529048752965,8.648704597734518,110.5717,24.95,5.625,4,5,-9999
2020-07-29 10:42:03.610 +0200,61,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012120.999614,49.93529048752965,8.648704597734518,110.5717,24.95,5.625,4,5,-9999
2020-07-29 10:42:05.613 +0200,62,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012123.99961,49.93599955462845,8.648787327118821,111.9432,25.5,5.2734375,6,5,-9999
2020-07-29 10:42:07.616 +0200,63,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012126.999608,49.93663419042708,8.648879779510803,113.2878,24.8,5.2734375,6,5,-9999
2020-07-29 10:42:09.624 +0200,64,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012126.999608,49.93663419042708,8.648879779510803,113.2878,24.8,5.2734375,6,5,-9999
2020-07-29 10:42:11.621 +0200,65,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012129.999604,49.93733542044641,8.64897927270145,114.0214,25.08,5.2734375,6,5,-9999
2020-07-29 10:42:13.624 +0200,66,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012132.999601,49.93799536959262,8.649050602697439,114.2387,25.02,5.2734375,6,5,-9999
2020-07-29 10:42:15.626 +0200,67,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012132.999601,49.93799536959262,8.649050602697439,114.2387,25.02,5.2734375,6,5,-9999
2020-07-29 10:42:17.629 +0200,68,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012135.999598,49.93866114416154,8.649160405628987,114.2017,24.94,5.2734375,6,5,-9999
2020-07-29 10:42:19.632 +0200,69,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012138.999594,49.93929879744531,8.649257132791588,112.6194,24.38,5.2734375,6,5,-9999
2020-07-29 10:42:21.635 +0200,70,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012138.999594,49.93929879744531,8.649257132791588,112.6194,24.38,5.2734375,6,5,-9999
2020-07-29 10:42:23.641 +0200,71,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012141.999592,49.93998091672541,8.64936718718023,115.5658,24.64,5.625,6,5,-9999
2020-07-29 10:42:25.640 +0200,72,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012144.999588,49.94064166215243,8.649456454449007,115.0335,24.61,5.625,6,5,-9999
2020-07-29 10:42:27.643 +0200,73,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012144.999588,49.94064166215243,8.649456454449007,115.0335,24.61,5.625,6,5,-9999
2020-07-29 10:42:29.646 +0200,74,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012147.999585,49.94136833124789,8.649554187439987,117.738,24.7,5.2734375,6,5,-9999
2020-07-29 10:42:31.648 +0200,75,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012150.999582,49.94203280662181,8.649599952631304,114.3263,24.81,4.921875,8,5,-9999
2020-07-29 10:42:33.651 +0200,76,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012150.999582,49.94203280662181,8.649599952631304,114.3263,24.81,4.921875,8,5,-9999
2020-07-29 10:42:35.653 +0200,77,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012153.999579,49.94272238579573,8.649717634551832,114.4018,24.27,5.2734375,6,5,-9999
2020-07-29 10:42:37.656 +0200,78,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012156.999576,49.94337093555363,8.649818301208922,115.2559,24.34,5.2734375,6,5,-9999
2020-07-29 10:42:39.659 +0200,79,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012156.999576,49.94337093555363,8.649818301208922,115.2559,24.34,5.2734375,6,5,-9999
2020-07-29 10:42:41.661 +0200,80,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012159.999572,49.94398298212322,8.649904802449653,114.7749,23.94,5.2734375,6,5,-9999
2020-07-29 10:42:43.664 +0200,81,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012162.999569,49.94463262152853,8.650008654229948,113.8579,23.87,5.2734375,6,5,-9999
2020-07-29 10:42:46.086 +0200,82,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012165.999567,49.94525615130546,8.650072943427274,115.1966,23.38,4.921875,8,10,-9999
2020-07-29 10:42:48.079 +0200,83,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012165.999567,49.94525615130546,8.650072943427274,115.1966,23.38,4.921875,8,10,-9999
2020-07-29 10:42:50.092 +0200,84,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012168.999564,49.94592297361227,8.65019783378453,116.7734,24.17,5.2734375,8,5,-9999
2020-07-29 10:42:52.084 +0200,85,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012168.999564,49.94592297361227,8.65019783378453,116.7734,24.17,5.2734375,8,5,-9999
2020-07-29 10:42:54.077 +0200,86,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012171.99956,49.94657026608469,8.650320293389866,118.3633,24,5.9765625,6,5,-9999
2020-07-29 10:42:56.090 +0200,87,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012174.999557,49.9472225457895,8.650443423547456,118.5412,23.73,6.328125,6,5,-9999
2020-07-29 10:42:58.083 +0200,88,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012174.999557,49.9472225457895,8.650443423547456,118.5412,23.73,6.328125,6,5,-9999
2020-07-29 10:43:00.095 +0200,89,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012177.999553,49.94783899285825,8.650552975021908,117.9655,23.59,5.625,6,5,-9999
2020-07-29 10:43:02.092 +0200,90,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012180.99955,49.94842430115673,8.65063469857783,115.838,23.18,5.9765625,6,5,-9999
2020-07-29 10:43:04.081 +0200,91,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012180.99955,49.94842430115673,8.65063469857783,115.838,23.18,5.9765625,6,5,-9999
2020-07-29 10:43:06.088 +0200,92,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012183.999547,49.94905478791329,8.650757409640262,118.2211,21.33,5.625,6,5,-9999
2020-07-29 10:43:08.090 +0200,93,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012186.999545,49.94961671070191,8.650816585876653,118.279,20.18,5.9765625,6,5,-9999
2020-07-29 10:43:10.093 +0200,94,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012186.999545,49.94961671070191,8.650816585876653,118.279,20.18,5.9765625,6,5,-9999
2020-07-29 10:43:12.099 +0200,95,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012189.999541,49.95008743838402,8.65090342239351,118.3146,17.68,5.9765625,8,5,-9999
2020-07-29 10:43:14.098 +0200,96,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012192.999538,49.95049865455362,8.651021271952102,118.8825,15,6.328125,6,5,-9999
2020-07-29 10:43:16.101 +0200,97,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012192.999538,49.95049865455362,8.651021271952102,118.8825,15,6.328125,6,5,-9999
2020-07-29 10:43:18.104 +0200,98,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012195.999534,49.95088091124776,8.651094529785821,119.2687,12.97,6.6796875,8,5,-9999
2020-07-29 10:43:20.107 +0200,99,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012198.999532,49.95119196367445,8.651159489535402,123.1964,11.32,7.03125,6,5,-9999
2020-07-29 10:43:22.110 +0200,100,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012201.999528,49.95137196504506,8.651179857560109,122.8178,9.42,5.625,6,5,-9999
2020-07-29 10:43:24.112 +0200,101,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012201.999528,49.95137196504506,8.651179857560109,122.8178,9.42,5.625,6,5,-9999
2020-07-29 10:43:26.115 +0200,102,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012204.999526,49.9516210332978,8.651195196442913,122.801,8.41,4.21875,6,5,-9999
2020-07-29 10:43:28.118 +0200,103,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012207.999522,49.95180539325806,8.651193855338406,115.821,5,2.4609375,6,5,-9999
2020-07-29 10:43:30.120 +0200,104,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012207.999522,49.95180539325806,8.651193855338406,115.821,5,2.4609375,6,5,-9999
2020-07-29 10:43:32.123 +0200,105,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012210.999518,49.95186700024637,8.651182623588156,122.3372,2.85,1.7578125,8,10,-9999
2020-07-29 10:43:34.126 +0200,106,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012213.999516,49.95191243016156,8.651206679650258,122.5463,0.75,2.109375,6,10,-9999
2020-07-29 10:43:36.128 +0200,107,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012213.999516,49.95191243016156,8.651206679650258,122.5463,0.75,2.109375,6,10,-9999
2020-07-29 10:43:38.131 +0200,108,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012216.999513,49.95191557337525,8.651209529497336,126.0808,0,2.109375,6,10,-9999
2020-07-29 10:43:40.134 +0200,109,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012219.999509,49.9519252125639,8.651213385172795,126.3296,0,1.7578125,6,10,-9999
2020-07-29 10:43:42.137 +0200,110,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012219.999509,49.9519252125639,8.651213385172795,126.3296,0,1.7578125,6,10,-9999
2020-07-29 10:43:44.139 +0200,111,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012222.999506,49.9519252125639,8.651213385172795,126.3042,0,1.40625,6,10,-9999
2020-07-29 10:43:46.142 +0200,112,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012225.999503,49.9519252125639,8.651213385172795,126.2746,0,1.0546875,6,10,-9999
2020-07-29 10:43:48.145 +0200,113,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012225.999503,49.9519252125639,8.651213385172795,126.2746,0,1.0546875,6,10,-9999
2020-07-29 10:43:50.147 +0200,114,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012228.9995,49.9519252125639,8.651213385172795,126.3119,0,0.703125,6,10,-9999
2020-07-29 10:43:52.150 +0200,115,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012231.999497,49.9519252125639,8.651213385172795,126.4532,0,0.3515625,6,10,-9999
2020-07-29 10:43:54.153 +0200,116,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012234.000004,49.9519252125639,8.651213385172795,126.3508,0,0.3515625,6,10,-9999
2020-07-29 10:43:56.156 +0200,117,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012234.000004,49.9519252125639,8.651213385172795,126.3508,0,0.3515625,6,10,-9999
2020-07-29 10:43:58.159 +0200,118,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012237.000004,49.9519252125639,8.651213385172795,126.3779,0,0,6,10,-9999
2020-07-29 10:44:00.161 +0200,119,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012239.000016,49.9519252125639,8.651213385172795,126.2638,0,0,4,10,-9999
2020-07-29 10:44:02.164 +0200,120,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012241.000028,49.9519252125639,8.651213385172795,126.2295,0,359.6484375,4,10,-9999
2020-07-29 10:44:04.167 +0200,121,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012244.000024,49.9519252125639,8.651213385172795,126.239,0,359.6484375,4,10,-9999
2020-07-29 10:44:06.169 +0200,122,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012244.000024,49.9519252125639,8.651213385172795,126.239,0,359.6484375,4,10,-9999
2020-07-29 10:44:08.172 +0200,123,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012247.000022,49.9519252125639,8.651213385172795,126.0298,0,359.296875,4,10,-9999
2020-07-29 10:44:10.175 +0200,124,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012250.000021,49.9519252125639,8.651213385172795,124.0948,0,358.9453125,4,10,-9999
2020-07-29 10:44:12.177 +0200,125,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012250.000021,49.9519252125639,8.651213385172795,124.0948,0,358.9453125,4,10,-9999
2020-07-29 10:44:14.180 +0200,126,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012253.00002,49.9519252125639,8.651213385172795,124.0511,0,358.9453125,6,10,-9999
2020-07-29 10:44:16.183 +0200,127,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012256.000017,49.9519252125639,8.651213385172795,124.1163,0,358.9453125,6,10,-9999
2020-07-29 10:44:18.186 +0200,128,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012258.000068,49.9519252125639,8.651213385172795,124.1727,0,358.59375,6,10,-9999
2020-07-29 10:44:20.188 +0200,129,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012258.000068,49.9519252125639,8.651213385172795,124.1727,0,358.59375,6,10,-9999
2020-07-29 10:44:22.191 +0200,130,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012261.000013,49.9519926030654,8.651232579731058,124.1946,1.43,2.109375,6,10,-9999
2020-07-29 10:44:24.194 +0200,131,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012264.000011,49.95209624529812,8.651236519225549,124.0954,4.48,3.515625,6,10,-9999
2020-07-29 10:44:26.197 +0200,132,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012264.000011,49.95209624529812,8.651236519225549,124.0954,4.48,3.515625,6,10,-9999
2020-07-29 10:44:28.200 +0200,133,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012267.000009,49.95230943900528,8.651247164242577,123.8838,7.71,42.1875,6,10,-9999
2020-07-29 10:44:30.202 +0200,134,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012270.000005,49.95254832324567,8.65126250312538,124.0836,11.59,2.4609375,6,10,-9999
2020-07-29 10:44:32.205 +0200,135,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012270.000005,49.95254832324567,8.65126250312538,124.0836,11.59,2.4609375,6,10,-9999
2020-07-29 10:44:34.208 +0200,136,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012273.000002,49.95290727824899,8.651264598601173,124.062,14.78,2.8125,4,10,-9999
2020-07-29 10:44:36.213 +0200,137,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012276,49.95339359627101,8.651328971617531,124.0432,18.85,3.515625,4,10,-9999
2020-07-29 10:44:38.213 +0200,138,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012276,49.95339359627101,8.651328971617531,124.0432,18.85,3.515625,4,10,-9999
2020-07-29 10:44:40.216 +0200,139,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596012278.999996,49.95395547715011,8.651407007136058,110.7936,21.29,3.8671875,4,10,-9999
