loggingTime(txt),loggingSample(N),identifierForVendor(txt),deviceID(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z)
2020-07-29 12:12:21.263 +0200,17,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017538.99974,50.10948307351219,8.694346910350671,106.3538,0,91.7578125,3,10,-9999
2020-07-29 12:12:23.265 +0200,18,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017541.999732,50.10947863110351,8.694340875380387,106.1409,0.45,209.53125,3,10,-9999
2020-07-29 12:12:25.268 +0200,19,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017544.999725,50.10947863110351,8.694340875380387,106.3834,0,209.53125,3,10,-9999
2020-07-29 12:12:27.271 +0200,20,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017544.999725,50.10947863110351,8.694340875380387,106.3834,0,209.53125,3,10,-9999
2020-07-29 12:12:29.274 +0200,21,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017547.999717,50.10947863110351,8.694340875380387,106.1121,0,209.53125,3,10,-9999
2020-07-29 12:12:31.285 +0200,22,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017550.99971,50.10947863110351,8.694340875380387,106.2892,0,209.53125,3,10,-9999
2020-07-29 12:12:33.280 +0200,23,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017550.99971,50.10947863110351,8.694340875380387,106.2892,0,209.53125,3,10,-9999
2020-07-29 12:12:35.283 +0200,24,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017553.999702,50.10947863110351,8.694340875380387,106.1972,0,209.53125,3,10,-9999
2020-07-29 12:12:37.286 +0200,25,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017556.999695,50.10947863110351,8.694340875380387,106.2525,0,209.53125,3,10,-9999
2020-07-29 12:12:39.289 +0200,26,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017556.999695,50.10947863110351,8.694340875380387,106.2525,0,209.53125,3,10,-9999
2020-07-29 12:12:41.306 +0200,27,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017559.999688,50.10947863110351,8.694340875380387,106.2374,0,209.53125,3,10,-9999
2020-07-29 12:12:43.295 +0200,28,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017562.99968,50.10947863110351,8.694340875380387,106.3665,0,209.53125,3,10,-9999
2020-07-29 12:12:45.298 +0200,29,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017562.99968,50.10947863110351,8.694340875380387,106.3665,0,209.53125,3,10,-9999
2020-07-29 12:12:47.304 +0200,30,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017565.999673,50.10947863110351,8.694340875380387,106.3755,0,209.53125,3,10,-9999
2020-07-29 12:12:49.304 +0200,31,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017568.999665,50.10947863110351,8.694340875380387,106.4089,0,209.53125,3,10,-9999
2020-07-29 12:12:51.308 +0200,32,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017568.999665,50.10947863110351,8.694340875380387,106.4089,0,209.53125,3,10,-9999
2020-07-29 12:12:53.310 +0200,33,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017571.999658,50.10947863110351,8.694340875380387,106.3396,0,-1,3,10,-9999
2020-07-29 12:12:55.314 +0200,34,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017574.999651,50.10947863110351,8.694340875380387,106.3192,0,-1,3,10,-9999
2020-07-29 12:12:57.325 +0200,35,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017574.999651,50.10947863110351,8.694340875380387,106.3192,0,-1,3,10,-9999
2020-07-29 12:12:59.320 +0200,36,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017577.999644,50.10947863110351,8.694340875380387,106.2433,0,-1,3,10,-9999
2020-07-29 12:13:01.323 +0200,37,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017580.999636,50.10947863110351,8.694340875380387,106.2675,0,-1,3,10,-9999
2020-07-29 12:13:03.328 +0200,38,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017580.999636,50.10947863110351,8.694340875380387,106.2675,0,-1,3,10,-9999
2020-07-29 12:13:05.329 +0200,39,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017583.999629,50.10947863110351,8.694340875380387,106.1813,0,-1,3,10,-9999
2020-07-29 12:13:07.344 +0200,40,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017586.999621,50.10947863110351,8.694340875380387,106.2851,0,-1,3,10,-9999
2020-07-29 12:13:09.335 +0200,41,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017586.999621,50.10947863110351,8.694340875380387,106.2851,0,-1,3,10,-9999
2020-07-29 12:13:11.338 +0200,42,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017589.999614,50.10947863110351,8.694340875380387,106.2698,0,-1,3,10,-9999
2020-07-29 12:13:13.343 +0200,43,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017592.999606,50.10947863110351,8.694340875380387,106.2343,0,-1,3,10,-9999
2020-07-29 12:13:15.344 +0200,44,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017592.999606,50.10947863110351,8.694340875380387,106.2343,0,-1,3,10,-9999
2020-07-29 12:13:17.348 +0200,45,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017595.999599,50.10947863110351,8.694340875380387,106.276,0,-1,3,10,-9999
2020-07-29 12:13:19.350 +0200,46,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017598.999592,50.10947863110351,8.694340875380387,106.3514,0,-1,3,10,-9999
2020-07-29 12:13:21.353 +0200,47,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017598.999592,50.10947863110351,8.694340875380387,106.3514,0,-1,3,10,-9999
2020-07-29 12:13:23.363 +0200,48,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017601.999585,50.10947863110351,8.694340875380387,106.4696,0,-1,3,10,-9999
2020-07-29 12:13:25.360 +0200,49,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017604.999578,50.10947863110351,8.694340875380387,106.5146,0,-1,3,10,-9999
2020-07-29 12:13:27.364 +0200,50,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017604.999578,50.10947863110351,8.694340875380387,106.5146,0,-1,3,10,-9999
2020-07-29 12:13:29.365 +0200,51,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017607.99957,50.10947863110351,8.694340875380387,106.5799,0,-1,3,10,-9999
2020-07-29 12:13:31.368 +0200,52,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017610.999563,50.10947863110351,8.694340875380387,106.588,0,-1,3,10,-9999
2020-07-29 12:13:33.384 +0200,53,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017610.999563,50.10947863110351,8.694340875380387,106.588,0,-1,3,10,-9999
2020-07-29 12:13:35.375 +0200,54,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017613.999554,50.10947863110351,8.694340875380387,106.655,0,-1,3,10,-9999
2020-07-29 12:13:37.378 +0200,55,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017616.999548,50.10947863110351,8.694340875380387,106.5236,0,-1,3,10,-9999
2020-07-29 12:13:39.384 +0200,56,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017616.999548,50.10947863110351,8.694340875380387,106.5236,0,-1,3,10,-9999
2020-07-29 12:13:41.384 +0200,57,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017619.99954,50.10947863110351,8.694340875380387,106.4468,0,-1,3,10,-9999
2020-07-29 12:13:43.388 +0200,58,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017622.999533,50.10947863110351,8.694340875380387,106.3351,0,-1,3,10,-9999
2020-07-29 12:13:45.390 +0200,59,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017622.999533,50.10947863110351,8.694340875380387,106.3351,0,-1,3,10,-9999
2020-07-29 12:13:47.393 +0200,60,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017625.999526,50.10947863110351,8.694340875380387,106.3622,0,-1,3,10,-9999
2020-07-29 12:13:49.407 +0200,61,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017628.999518,50.10947863110351,8.694340875380387,106.3681,0,-1,3,10,-9999
2020-07-29 12:13:51.399 +0200,62,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017628.999518,50.10947863110351,8.694340875380387,106.3681,0,-1,3,10,-9999
2020-07-29 12:13:53.402 +0200,63,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017631.999511,50.10947863110351,8.694340875380387,106.4242,0,-1,3,10,-9999
2020-07-29 12:13:55.405 +0200,64,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017634.999503,50.10947863110351,8.694340875380387,106.4854,0,-1,3,10,-9999
2020-07-29 12:13:57.408 +0200,65,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017634.999503,50.10947863110351,8.694340875380387,106.4854,0,-1,3,10,-9999
2020-07-29 12:13:59.425 +0200,66,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017637.999497,50.10947863110351,8.694340875380387,106.5851,0,-1,3,10,-9999
2020-07-29 12:14:01.414 +0200,67,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017640.999489,50.10947863110351,8.694340875380387,106.5617,0,-1,3,10,-9999
2020-07-29 12:14:03.417 +0200,68,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017640.999489,50.10947863110351,8.694340875380387,106.5617,0,-1,3,10,-9999
2020-07-29 12:14:05.424 +0200,69,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017643.999482,50.10947863110351,8.694340875380387,106.517,0,-1,3,10,-9999
2020-07-29 12:14:07.423 +0200,70,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017646.999475,50.10947863110351,8.694340875380387,106.4381,0,-1,3,10,-9999
2020-07-29 12:14:09.427 +0200,71,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017646.999475,50.10947863110351,8.694340875380387,106.4381,0,-1,3,10,-9999
2020-07-29 12:14:11.429 +0200,72,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017649.999466,50.10947863110351,8.694340875380387,106.4275,0,-1,3,10,-9999
2020-07-29 12:14:13.432 +0200,73,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017652.999459,50.10947863110351,8.694340875380387,106.4236,0,-1,3,10,-9999
2020-07-29 12:14:15.442 +0200,74,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017652.999459,50.10947863110351,8.694340875380387,106.4236,0,-1,3,10,-9999
2020-07-29 12:14:17.439 +0200,75,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017655.999453,50.10947863110351,8.694340875380387,106.2701,0,-1,3,10,-9999
2020-07-29 12:14:19.442 +0200,76,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017658.999444,50.10947863110351,8.694340875380387,106.3309,0,-1,3,10,-9999
2020-07-29 12:14:21.445 +0200,77,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017658.999444,50.10947863110351,8.694340875380387,106.3309,0,-1,3,10,-9999
2020-07-29 12:14:23.448 +0200,78,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017661.999437,50.10947863110351,8.694340875380387,106.3017,0,-1,3,10,-9999
2020-07-29 12:14:25.459 +0200,79,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017664.99943,50.10947863110351,8.694340875380387,106.3129,0,-1,3,10,-9999
2020-07-29 12:14:27.454 +0200,80,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017664.99943,50.10947863110351,8.694340875380387,106.3129,0,-1,3,10,-9999
2020-07-29 12:14:29.457 +0200,81,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017667.999423,50.10947863110351,8.694340875380387,106.3539,0,-1,3,10,-9999
2020-07-29 12:14:31.465 +0200,82,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017670.999415,50.10947863110351,8.694340875380387,106.2951,0,-1,3,10,-9999
2020-07-29 12:14:33.463 +0200,83,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017670.999415,50.10947863110351,8.694340875380387,106.2951,0,-1,3,10,-9999
2020-07-29 12:14:35.468 +0200,84,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017673.999408,50.10947863110351,8.694340875380387,106.3517,0,-1,3,10,-9999
2020-07-29 12:14:37.469 +0200,85,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017676.999401,50.10947863110351,8.694340875380387,106.2766,0,-1,3,10,-9999
2020-07-29 12:14:39.472 +0200,86,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017676.999401,50.10947863110351,8.694340875380387,106.2766,0,-1,3,10,-9999
2020-07-29 12:14:41.485 +0200,87,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017679.999393,50.10947863110351,8.694340875380387,106.3677,0,-1,3,10,-9999
2020-07-29 12:14:43.478 +0200,88,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017682.999386,50.10947863110351,8.694340875380387,106.2775,0,-1,3,10,-9999
2020-07-29 12:14:45.481 +0200,89,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017682.999386,50.10947863110351,8.694340875380387,106.2775,0,-1,3,10,-9999
2020-07-29 12:14:47.484 +0200,90,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017685.999378,50.10947863110351,8.694340875380387,106.3018,0,-1,3,10,-9999
2020-07-29 12:14:49.487 +0200,91,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017688.999371,50.10947863110351,8.694340875380387,106.4421,0,-1,3,10,-9999
2020-07-29 12:14:51.503 +0200,92,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017688.999371,50.10947863110351,8.694340875380387,106.4421,0,-1,3,10,-9999
2020-07-29 12:14:53.494 +0200,93,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017691.999364,50.10947863110351,8.694340875380387,106.3184,0,-1,3,10,-9999
2020-07-29 12:14:55.497 +0200,94,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017694.999357,50.10947863110351,8.694340875380387,106.3527,0,-1,3,10,-9999
2020-07-29 12:14:57.503 +0200,95,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017694.999357,50.10947863110351,8.694340875380387,106.3527,0,-1,3,10,-9999
2020-07-29 12:14:59.503 +0200,96,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017697.999349,50.10947863110351,8.694340875380387,106.3344,0,-1,3,10,-9999
2020-07-29 12:15:01.507 +0200,97,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017700.999341,50.10947863110351,8.694340875380387,106.3559,0,-1,3,10,-9999
2020-07-29 12:15:03.509 +0200,98,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017700.999341,50.10947863110351,8.694340875380387,106.3559,0,-1,3,10,-9999
2020-07-29 12:15:05.512 +0200,99,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017703.999334,50.10947863110351,8.694340875380387,106.3585,0,-1,3,10,-9999
2020-07-29 12:15:07.525 +0200,100,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017706.999327,50.10947863110351,8.694340875380387,106.493,0,-1,3,10,-9999
2020-07-29 12:15:09.518 +0200,101,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017706.999327,50.10947863110351,8.694340875380387,106.493,0,-1,3,10,-9999
2020-07-29 12:15:11.521 +0200,102,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017709.99932,50.10947863110351,8.694340875380387,106.2927,0,-1,3,10,-9999
2020-07-29 12:15:13.524 +0200,103,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017712.999312,50.10947863110351,8.694340875380387,106.4154,0,-1,3,10,-9999
2020-07-29 12:15:15.527 +0200,104,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017712.999312,50.10947863110351,8.694340875380387,106.4154,0,-1,3,10,-9999
2020-07-29 12:15:17.543 +0200,105,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017715.999304,50.10947863110351,8.694340875380387,106.3427,0,-1,3,10,-9999
2020-07-29 12:15:19.533 +0200,106,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017718.999297,50.10947863110351,8.694340875380387,106.303,0,-1,3,10,-9999
2020-07-29 12:15:21.536 +0200,107,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017718.999297,50.10947863110351,8.694340875380387,106.303,0,-1,3,10,-9999
2020-07-29 12:15:23.544 +0200,108,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017721.999291,50.10947863110351,8.694340875380387,106.2786,0,-1,3,10,-9999
2020-07-29 12:15:25.542 +0200,109,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017724.999283,50.10947863110351,8.694340875380387,106.3634,0,-1,3,10,-9999
2020-07-29 12:15:27.548 +0200,110,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017724.999283,50.10947863110351,8.694340875380387,106.3634,0,-1,3,10,-9999
2020-07-29 12:15:29.548 +0200,111,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017727.999275,50.10947863110351,8.694340875380387,106.3259,0,-1,4,10,-9999
2020-07-29 12:15:31.552 +0200,112,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017730.999268,50.10947863110351,8.694340875380387,106.3368,0,-1,4,10,-9999
2020-07-29 12:15:33.564 +0200,113,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017730.999268,50.10947863110351,8.694340875380387,106.3368,0,-1,4,10,-9999
2020-07-29 12:15:35.558 +0200,114,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017733.999261,50.10947863110351,8.694340875380387,106.2717,0,-1,4,10,-9999
2020-07-29 12:15:37.561 +0200,115,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017736.999254,50.10947863110351,8.694340875380387,106.2688,0,-1,4,10,-9999
2020-07-29 12:15:39.566 +0200,116,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017736.999254,50.10947863110351,8.694340875380387,106.2688,0,-1,4,10,-9999
2020-07-29 12:15:41.567 +0200,117,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017739.999246,50.10947863110351,8.694340875380387,106.2828,0,-1,4,10,-9999
2020-07-29 12:15:43.585 +0200,118,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017742.999238,50.10947863110351,8.694340875380387,106.3565,0,-1,4,10,-9999
2020-07-29 12:15:45.573 +0200,119,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017742.999238,50.10947863110351,8.694340875380387,106.3565,0,-1,4,10,-9999
2020-07-29 12:15:47.576 +0200,120,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017745.999231,50.10947863110351,8.694340875380387,106.3871,0,-1,3,10,-9999
2020-07-29 12:15:49.583 +0200,121,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017748.999224,50.10947863110351,8.694340875380387,106.3591,0,-1,3,10,-9999
2020-07-29 12:15:51.582 +0200,122,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017748.999224,50.10947863110351,8.694340875380387,106.3591,0,-1,3,10,-9999
2020-07-29 12:15:53.588 +0200,123,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017751.999216,50.10947863110351,8.694340875380387,106.4397,0,-1,3,10,-9999
2020-07-29 12:15:55.588 +0200,124,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017754.999209,50.10947863110351,8.694340875380387,106.3029,0,-1,3,10,-9999
2020-07-29 12:15:57.591 +0200,125,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017754.999209,50.10947863110351,8.694340875380387,106.3029,0,-1,3,10,-9999
2020-07-29 12:15:59.604 +0200,126,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017757.999202,50.10947863110351,8.694340875380387,106.3509,0,-1,3,10,-9999
2020-07-29 12:16:01.598 +0200,127,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017760.999195,50.10947863110351,8.694340875380387,106.2767,0,-1,3,10,-9999
2020-07-29 12:16:03.600 +0200,128,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017760.999195,50.10947863110351,8.694340875380387,106.2767,0,-1,3,10,-9999
2020-07-29 12:16:05.606 +0200,129,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017763.999187,50.10947863110351,8.694340875380387,106.2734,0,-1,3,10,-9999
2020-07-29 12:16:07.607 +0200,130,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017766.999179,50.10947863110351,8.694340875380387,106.201,0,-1,3,10,-9999
2020-07-29 12:16:09.624 +0200,131,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017766.999179,50.10947863110351,8.694340875380387,106.201,0,-1,3,10,-9999
2020-07-29 12:16:11.612 +0200,132,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017769.999172,50.10947863110351,8.694340875380387,106.2552,0,-1,3,10,-9999
2020-07-29 12:16:13.616 +0200,133,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017772.999165,50.10947863110351,8.694340875380387,106.1126,0,-1,3,10,-9999
2020-07-29 12:16:15.623 +0200,134,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017772.999165,50.10947863110351,8.694340875380387,106.1126,0,-1,3,10,-9999
2020-07-29 12:16:17.622 +0200,135,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017775.999158,50.10947863110351,8.694340875380387,106.0256,0,-1,3,10,-9999
2020-07-29 12:16:19.627 +0200,136,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017778.99915,50.10947863110351,8.694340875380387,106.0629,0,-1,3,10,-9999
2020-07-29 12:16:21.628 +0200,137,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017778.99915,50.10947863110351,8.694340875380387,106.0629,0,-1,3,10,-9999
2020-07-29 12:16:23.631 +0200,138,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017781.999143,50.10947863110351,8.694340875380387,106.0948,0,-1,3,10,-9999
2020-07-29 12:16:25.646 +0200,139,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017784.999136,50.10947863110351,8.694340875380387,106.2045,0,-1,3,10,-9999
2020-07-29 12:16:27.637 +0200,140,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017784.999136,50.10947863110351,8.694340875380387,106.2045,0,-1,3,10,-9999
2020-07-29 12:16:29.640 +0200,141,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017787.999128,50.10947863110351,8.694340875380387,106.1849,0,-1,3,10,-9999
2020-07-29 12:16:31.643 +0200,142,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017790.999121,50.10947863110351,8.694340875380387,106.2597,0,-1,3,10,-9999
2020-07-29 12:16:33.646 +0200,143,86806BB0-2177-43EE-B23F-9888E35C9758,iPhone-8,1596017790.999121,50.10947863110351,8.694340875380387,106.2597,0,-1,3,10,-9999
